Crop,State,Soil_Type,Season,Crop_Water_Requirement_mm,Rainfall_mm,Effective_Rainfall_mm,Irrigation_Efficiency,Net_Irrigation_Requirement_mm,Recommended_Water_mm,Potential_Water_Saving_Percent,Water_Saving_Method,Farm_Area_Hectares,Recommended_Water_m3
Chickpea,Haryana,Red,Rabi,375.15,1764.06,300.12,0.819,93.79,114.45,30.95,Drip or Sprinkler Irrigation,21.26,24332.07
Sugarcane,Madhya Pradesh,Alluvial,Kharif,1579.07,524.81,385.57,0.904,1130.34,1250.6,32.45,Alternate Wetting / Controlled Irrigation,60.15,752235.9
Pigeonpea,Himachal Pradesh,Black,Kharif,535.98,1083.96,428.78,0.658,96.48,146.58,32.6,Drip Irrigation,61.52,90176.02
Chickpea,Tamil Nadu,Black,Rabi,496.23,455.17,307.97,0.903,178.33,197.5,37.33,Drip Irrigation,49.76,98276.0
Millet,Karnataka,Red,Kharif,482.46,1500.17,385.97,0.915,120.62,131.8,41.73,Drip or Sprinkler Irrigation,62.07,81808.26
Groundnut,Gujarat,Red,Kharif,408.17,750.99,326.54,0.656,102.04,155.67,44.86,Drip or Sprinkler Irrigation,81.56,126964.45
Barley,Jharkhand,Alluvial,Rabi,407.24,1291.1,325.79,0.895,65.16,72.76,32.96,Alternate Wetting / Controlled Irrigation,13.17,9582.49
Potato,Telangana,Loamy,Rabi,560.5,1585.89,448.4,0.826,112.1,135.72,25.47,Controlled Irrigation,43.4,58902.48
Wheat,Uttar Pradesh,Clay,Rabi,620.84,923.92,496.68,0.706,74.5,105.58,42.63,Alternate Wetting and Drying,97.92,103383.94
Carrot,Kerala,Sandy,Rabi,476.97,1485.29,381.57,0.883,152.63,172.82,28.55,Drip Irrigation,47.55,82175.91
Carrot,Haryana,Sandy,Rabi,421.88,921.92,337.5,0.899,135.0,150.24,39.45,Drip Irrigation,30.49,45808.18
Mustard,Telangana,Loamy,Rabi,445.83,561.99,356.66,0.789,89.17,112.95,42.92,Controlled Irrigation,31.72,35827.74
Groundnut,Bihar,Sandy,Kharif,593.92,1734.29,475.14,0.697,190.05,272.68,38.88,Drip Irrigation,56.74,154718.63
Chickpea,Assam,Red,Rabi,498.21,829.82,398.57,0.907,124.55,137.34,31.26,Drip or Sprinkler Irrigation,48.24,66252.82
Lentil,Andhra Pradesh,Alluvial,Rabi,424.03,643.79,339.22,0.846,67.84,80.15,42.09,Alternate Wetting / Controlled Irrigation,42.92,34400.38
Millet,Chhattisgarh,Loamy,Kharif,338.48,1013.26,270.78,0.746,67.7,90.75,43.36,Controlled Irrigation,50.62,45937.65
Millet,Tamil Nadu,Loamy,Kharif,406.2,766.61,324.96,0.792,81.24,102.52,29.43,Controlled Irrigation,40.0,41008.0
Pigeonpea,Rajasthan,Loamy,Kharif,575.17,936.19,460.14,0.658,115.03,174.91,33.16,Controlled Irrigation,67.65,118326.62
Banana,Assam,Alluvial,Kharif,1356.31,1299.53,943.71,0.887,358.35,403.79,37.47,Alternate Wetting / Controlled Irrigation,19.97,80636.86
Chickpea,Kerala,Loamy,Rabi,359.76,1112.21,287.81,0.76,71.95,94.65,31.94,Controlled Irrigation,28.35,26833.28
Sugarcane,West Bengal,Alluvial,Kharif,1702.76,1754.01,1362.2,0.904,272.44,301.54,41.84,Alternate Wetting / Controlled Irrigation,75.6,227964.24
Potato,Kerala,Sandy,Rabi,549.23,1209.47,439.39,0.808,175.75,217.42,37.77,Drip Irrigation,56.74,123364.11
Banana,Rajasthan,Black,Kharif,1265.95,467.83,397.62,0.831,843.02,1014.29,15.47,Drip Irrigation,47.62,483004.9
Carrot,Uttar Pradesh,Loamy,Rabi,390.33,1414.72,312.26,0.709,78.07,110.05,40.23,Controlled Irrigation,99.51,109510.76
Onion,Jharkhand,Red,Rabi,436.6,901.07,349.28,0.704,109.15,155.07,38.42,Drip or Sprinkler Irrigation,43.86,68013.7
Lentil,Punjab,Alluvial,Rabi,386.87,922.41,309.49,0.847,61.9,73.05,41.32,Alternate Wetting / Controlled Irrigation,90.94,66431.67
Wheat,Chhattisgarh,Alluvial,Rabi,590.13,755.31,472.11,0.791,94.42,119.35,39.57,Alternate Wetting / Controlled Irrigation,39.77,47465.5
Cabbage,Rajasthan,Alluvial,Rabi,491.12,1119.4,392.9,0.871,78.58,90.19,39.2,Alternate Wetting / Controlled Irrigation,94.18,84940.94
Wheat,Assam,Loamy,Rabi,486.97,757.01,389.57,0.807,97.39,120.74,40.76,Controlled Irrigation,0.82,990.07
Soybean,Punjab,Red,Kharif,556.78,724.77,445.43,0.8,139.2,174.03,33.98,Drip or Sprinkler Irrigation,99.61,173351.28
Jute,Himachal Pradesh,Alluvial,Kharif,772.74,1099.45,618.19,0.812,123.64,152.22,32.07,Alternate Wetting / Controlled Irrigation,10.82,16470.2
Cotton,Rajasthan,Black,Kharif,566.9,613.11,443.55,0.695,112.01,161.08,35.16,Drip Irrigation,97.95,157777.86
Mustard,Odisha,Black,Rabi,497.38,836.61,397.91,0.656,89.53,136.46,35.32,Drip Irrigation,49.9,68093.54
Potato,Andhra Pradesh,Sandy,Rabi,460.44,1028.68,368.36,0.703,147.34,209.7,25.75,Drip Irrigation,98.1,205715.7
Soybean,Rajasthan,Black,Kharif,701.47,1089.28,561.18,0.831,126.26,152.03,43.59,Drip Irrigation,3.85,5853.16
Onion,Haryana,Sandy,Kharif,473.66,592.81,378.93,0.86,151.57,176.17,40.6,Drip Irrigation,60.16,105983.87
Lentil,Maharashtra,Loamy,Rabi,359.88,794.02,287.91,0.705,71.98,102.16,42.0,Controlled Irrigation,9.13,9327.21
Onion,Haryana,Red,Rabi,548.65,1519.05,438.92,0.866,137.16,158.36,41.39,Drip or Sprinkler Irrigation,90.14,142745.7
Jute,Chhattisgarh,Alluvial,Kharif,715.46,1627.0,572.37,0.851,114.47,134.59,42.5,Alternate Wetting / Controlled Irrigation,7.85,10565.32
Soybean,Uttarakhand,Black,Kharif,534.01,1027.93,427.21,0.842,96.12,114.19,33.66,Drip Irrigation,26.18,29894.94
Cabbage,Uttarakhand,Loamy,Rabi,362.22,1543.46,289.77,0.664,72.44,109.18,38.03,Controlled Irrigation,28.17,30756.01
Banana,Telangana,Loamy,Kharif,1360.67,977.97,713.5,0.672,647.17,963.29,23.43,Controlled Irrigation,16.86,162410.69
Pigeonpea,Rajasthan,Black,Kharif,620.93,1082.17,496.74,0.757,111.77,147.59,30.31,Drip Irrigation,11.04,16293.94
Groundnut,Odisha,Red,Kharif,491.15,1466.8,392.92,0.805,122.79,152.54,39.39,Drip or Sprinkler Irrigation,40.44,61687.18
Soybean,West Bengal,Black,Kharif,700.06,1767.2,560.05,0.664,126.01,189.78,27.18,Drip Irrigation,91.93,174464.75
Sugarcane,Bihar,Alluvial,Kharif,1306.65,648.8,446.93,0.731,807.46,1104.55,16.19,Alternate Wetting / Controlled Irrigation,42.92,474072.86
Cotton,Telangana,Black,Kharif,825.31,431.06,271.25,0.711,537.56,756.32,31.21,Drip Irrigation,74.27,561718.86
Wheat,Kerala,Clay,Rabi,517.91,733.36,414.33,0.789,62.15,78.75,32.97,Alternate Wetting and Drying,27.98,22034.25
Cotton,Himachal Pradesh,Loamy,Kharif,620.93,1186.14,496.75,0.861,124.19,144.17,32.22,Controlled Irrigation,36.8,53054.56
Mustard,Maharashtra,Alluvial,Rabi,451.34,680.66,361.07,0.686,72.21,105.27,32.36,Alternate Wetting / Controlled Irrigation,8.13,8558.45
Barley,Uttarakhand,Loamy,Rabi,441.42,932.83,353.14,0.686,88.28,128.72,29.15,Controlled Irrigation,84.02,108150.54
Tomato,Maharashtra,Alluvial,Kharif,471.91,861.09,377.52,0.84,75.5,89.92,28.56,Alternate Wetting / Controlled Irrigation,39.57,35581.34
Groundnut,Himachal Pradesh,Red,Kharif,507.38,815.06,405.91,0.809,126.85,156.89,32.93,Drip or Sprinkler Irrigation,52.26,81990.71
Lentil,Uttar Pradesh,Loamy,Rabi,393.08,1183.39,314.47,0.807,78.62,97.47,30.52,Controlled Irrigation,15.9,15497.73
Carrot,Telangana,Sandy,Rabi,391.97,1294.9,313.57,0.696,125.43,180.11,44.29,Drip Irrigation,58.96,106192.86
Onion,Himachal Pradesh,Loamy,Rabi,411.78,916.14,329.42,0.855,82.36,96.34,42.09,Controlled Irrigation,10.02,9653.27
Potato,Karnataka,Loamy,Rabi,501.48,1136.87,401.19,0.823,100.3,121.85,43.85,Controlled Irrigation,49.24,59998.94
Jute,Jharkhand,Alluvial,Kharif,742.6,1592.75,594.08,0.864,118.82,137.58,37.5,Alternate Wetting / Controlled Irrigation,89.72,123436.78
Banana,Bihar,Alluvial,Kharif,1005.57,1657.09,804.45,0.675,160.89,238.51,36.29,Alternate Wetting / Controlled Irrigation,94.58,225582.76
Rice,Tamil Nadu,Loamy,Kharif,1285.04,1063.89,631.94,0.666,653.1,980.86,27.62,Controlled Irrigation,92.99,912101.71
Wheat,Maharashtra,Clay,Rabi,587.39,1118.29,469.92,0.84,70.49,83.86,25.72,Alternate Wetting and Drying,91.78,76966.71
Soybean,Tamil Nadu,Loamy,Kharif,592.82,1638.1,474.26,0.741,118.56,160.09,43.56,Controlled Irrigation,58.8,94132.92
Carrot,Uttarakhand,Loamy,Rabi,347.97,341.96,209.33,0.74,138.64,187.44,44.44,Controlled Irrigation,25.27,47366.09
Barley,Assam,Loamy,Rabi,456.28,1360.33,365.02,0.668,91.26,136.55,29.84,Controlled Irrigation,79.72,108857.66
Carrot,Tamil Nadu,Sandy,Rabi,447.66,1319.34,358.13,0.779,143.25,183.9,27.05,Drip Irrigation,7.07,13001.73
Groundnut,Uttarakhand,Red,Kharif,503.6,1136.97,402.88,0.811,125.9,155.27,28.86,Drip or Sprinkler Irrigation,97.43,151279.56
Maize,Punjab,Sandy,Kharif,541.28,666.37,433.02,0.742,173.21,233.44,43.66,Drip Irrigation,77.31,180472.46
Lentil,Odisha,Loamy,Rabi,315.11,1339.45,252.09,0.837,63.02,75.33,32.35,Controlled Irrigation,51.26,38614.16
Maize,Punjab,Alluvial,Kharif,518.43,1161.86,414.75,0.671,82.95,123.67,41.49,Alternate Wetting / Controlled Irrigation,96.98,119935.17
Potato,Maharashtra,Sandy,Rabi,522.93,1426.38,418.35,0.679,167.34,246.51,28.02,Drip Irrigation,61.03,150445.05
Millet,Assam,Loamy,Kharif,426.42,1505.21,341.14,0.848,85.28,100.57,43.48,Controlled Irrigation,3.57,3590.35
Maize,Punjab,Loamy,Rabi,726.66,1542.36,581.33,0.817,145.33,177.89,40.63,Controlled Irrigation,65.15,115895.34
Sugarcane,Madhya Pradesh,Loamy,Kharif,1422.23,1372.45,829.73,0.874,592.5,677.69,40.27,Controlled Irrigation,66.71,452087.0
Lentil,Assam,Alluvial,Rabi,388.82,430.44,311.05,0.86,62.21,72.31,39.97,Alternate Wetting / Controlled Irrigation,5.57,4027.67
Jute,Jharkhand,Loamy,Kharif,730.19,1657.94,584.15,0.882,146.04,165.48,30.25,Controlled Irrigation,45.63,75508.52
Lentil,Andhra Pradesh,Loamy,Rabi,374.05,1108.56,299.24,0.699,74.81,107.03,32.34,Controlled Irrigation,69.73,74632.02
Potato,Maharashtra,Loamy,Rabi,472.06,262.33,183.86,0.833,288.19,345.92,13.38,Controlled Irrigation,83.28,288082.18
Wheat,Madhya Pradesh,Loamy,Rabi,637.89,818.04,510.31,0.914,127.58,139.57,42.14,Controlled Irrigation,15.88,22163.72
Potato,Telangana,Sandy,Rabi,435.2,735.38,348.16,0.834,139.26,167.07,26.9,Drip Irrigation,7.74,12931.22
Tomato,Rajasthan,Red,Rabi,554.0,848.28,443.2,0.846,138.5,163.7,26.27,Drip or Sprinkler Irrigation,21.01,34393.37
Cabbage,Madhya Pradesh,Loamy,Rabi,509.01,420.04,243.35,0.777,265.67,341.96,27.6,Controlled Irrigation,44.78,153129.69
Cotton,Assam,Alluvial,Kharif,736.9,1287.21,589.52,0.698,117.9,168.94,27.36,Alternate Wetting / Controlled Irrigation,27.46,46390.92
Banana,Gujarat,Black,Kharif,1084.7,1606.71,867.76,0.669,195.25,291.86,36.1,Drip Irrigation,71.01,207249.79
Millet,Maharashtra,Loamy,Kharif,300.18,1482.05,240.15,0.699,60.04,85.84,28.32,Controlled Irrigation,65.34,56087.86
Wheat,Himachal Pradesh,Clay,Rabi,467.59,1103.06,374.07,0.812,56.11,69.08,31.25,Alternate Wetting and Drying,50.43,34837.04
Cabbage,Assam,Loamy,Rabi,541.84,571.75,401.59,0.749,140.24,187.28,42.18,Controlled Irrigation,95.61,179058.41
Rice,Telangana,Loamy,Kharif,1307.47,1718.61,1042.34,0.853,265.13,310.65,36.21,Controlled Irrigation,94.18,292570.17
Chickpea,Uttar Pradesh,Loamy,Rabi,492.59,1709.24,394.07,0.822,98.52,119.86,41.62,Controlled Irrigation,40.16,48135.78
Groundnut,Uttarakhand,Sandy,Kharif,618.18,1717.2,494.54,0.881,197.82,224.62,36.99,Drip Irrigation,27.46,61680.65
Tomato,Kerala,Red,Rabi,412.06,1079.02,329.64,0.829,103.01,124.19,35.17,Drip or Sprinkler Irrigation,64.73,80388.19
Groundnut,Jharkhand,Red,Kharif,529.02,1551.95,423.21,0.905,132.25,146.07,43.45,Drip or Sprinkler Irrigation,58.89,86020.62
Millet,Telangana,Red,Kharif,383.49,439.46,248.67,0.754,153.99,204.35,36.19,Drip or Sprinkler Irrigation,68.27,139509.74
Millet,Kerala,Sandy,Kharif,372.06,1197.89,297.65,0.815,119.06,146.17,39.08,Drip Irrigation,13.25,19367.52
Sugarcane,Kerala,Black,Kharif,1353.46,1381.92,928.96,0.682,397.43,582.45,26.29,Drip Irrigation,43.79,255054.86
Cabbage,Karnataka,Alluvial,Rabi,404.1,744.63,323.28,0.799,64.66,80.9,39.6,Alternate Wetting / Controlled Irrigation,95.41,77186.69
Chickpea,Karnataka,Red,Rabi,363.99,812.35,291.19,0.802,91.0,113.52,35.46,Drip or Sprinkler Irrigation,81.47,92484.74
Barley,Assam,Alluvial,Rabi,375.28,1483.37,300.23,0.884,60.05,67.89,40.47,Alternate Wetting / Controlled Irrigation,86.14,58480.45
Cabbage,Karnataka,Alluvial,Rabi,441.16,1461.19,352.93,0.657,70.59,107.36,37.19,Alternate Wetting / Controlled Irrigation,80.09,85984.62
Soybean,Uttar Pradesh,Red,Kharif,657.56,1061.91,526.05,0.735,164.39,223.62,28.81,Drip or Sprinkler Irrigation,18.99,42465.44
Banana,Gujarat,Black,Kharif,1001.87,905.55,760.44,0.861,221.39,257.16,32.81,Drip Irrigation,81.82,210408.31
Millet,Telangana,Sandy,Kharif,468.77,603.81,375.01,0.901,150.01,166.49,43.75,Drip Irrigation,12.71,21160.88
Potato,Gujarat,Alluvial,Rabi,489.08,1156.99,391.27,0.913,78.25,85.73,43.41,Alternate Wetting / Controlled Irrigation,23.62,20249.43
Pigeonpea,Maharashtra,Black,Kharif,646.89,1501.58,517.51,0.731,116.44,159.22,32.5,Drip Irrigation,47.17,75104.07
Onion,Tamil Nadu,Sandy,Kharif,469.88,1660.38,375.91,0.811,150.36,185.3,29.24,Drip Irrigation,43.31,80253.43
Millet,West Bengal,Red,Kharif,478.42,530.67,382.74,0.888,119.61,134.66,25.26,Drip or Sprinkler Irrigation,82.87,111592.74
Pigeonpea,Jharkhand,Black,Kharif,535.5,642.2,428.4,0.651,96.39,147.99,43.85,Drip Irrigation,50.11,74157.79
Mustard,Jharkhand,Alluvial,Rabi,318.27,1565.37,254.62,0.801,50.92,63.6,25.52,Alternate Wetting / Controlled Irrigation,3.6,2289.6
Cabbage,Himachal Pradesh,Red,Rabi,458.45,1456.6,366.76,0.812,114.61,141.18,37.13,Drip or Sprinkler Irrigation,79.87,112760.47
Lentil,Odisha,Alluvial,Rabi,359.02,1005.34,287.22,0.763,57.44,75.32,29.45,Alternate Wetting / Controlled Irrigation,46.63,35121.72
Cabbage,Gujarat,Red,Rabi,515.86,1026.09,412.69,0.685,128.96,188.39,28.5,Drip or Sprinkler Irrigation,18.41,34682.6
Maize,Chhattisgarh,Alluvial,Kharif,629.82,297.72,174.12,0.871,430.51,494.0,27.78,Alternate Wetting / Controlled Irrigation,9.35,46189.0
Maize,Madhya Pradesh,Loamy,Kharif,692.56,1731.51,554.05,0.696,138.51,199.12,26.18,Controlled Irrigation,97.62,194380.94
Cabbage,Punjab,Red,Rabi,514.21,1631.21,411.37,0.818,128.55,157.17,28.5,Drip or Sprinkler Irrigation,38.03,59771.75
Jute,Odisha,Alluvial,Kharif,722.88,1289.98,578.3,0.669,115.66,172.77,43.49,Alternate Wetting / Controlled Irrigation,50.36,87006.97
Millet,Gujarat,Sandy,Kharif,320.55,1064.18,256.44,0.656,102.58,156.36,26.85,Drip Irrigation,73.55,115002.78
Rice,Kerala,Loamy,Kharif,1336.48,1444.31,875.53,0.704,460.94,654.68,39.58,Controlled Irrigation,89.28,584498.3
Soybean,Bihar,Loamy,Kharif,515.75,543.78,396.29,0.817,119.46,146.24,39.16,Controlled Irrigation,15.39,22506.34
Pigeonpea,Jharkhand,Red,Kharif,501.08,1216.14,400.86,0.911,125.27,137.53,40.43,Drip or Sprinkler Irrigation,31.59,43445.73
Barley,Gujarat,Loamy,Rabi,362.64,1611.15,290.11,0.905,72.53,80.11,38.53,Controlled Irrigation,38.04,30473.84
Sugarcane,Jharkhand,Loamy,Kharif,1390.81,1511.68,1112.65,0.851,278.16,326.76,40.46,Controlled Irrigation,48.26,157694.38
Rice,Assam,Alluvial,Kharif,1142.97,655.75,401.44,0.671,695.81,1037.51,14.08,Alternate Wetting / Controlled Irrigation,56.83,589616.93
Rice,West Bengal,Clay,Kharif,1339.92,338.73,260.43,0.665,972.3,1461.51,16.04,Alternate Wetting and Drying,21.67,316709.22
Cotton,Haryana,Alluvial,Kharif,763.36,735.05,471.99,0.876,260.83,297.63,26.22,Alternate Wetting / Controlled Irrigation,58.96,175482.65
Carrot,Madhya Pradesh,Sandy,Rabi,355.89,1448.93,284.71,0.816,113.89,139.5,31.19,Drip Irrigation,4.11,5733.45
Groundnut,Punjab,Sandy,Kharif,550.47,484.66,379.81,0.786,236.71,301.25,31.75,Drip Irrigation,94.74,285404.25
Potato,Madhya Pradesh,Sandy,Rabi,469.24,1185.16,375.39,0.669,150.16,224.57,31.96,Drip Irrigation,88.22,198115.65
Maize,Kerala,Sandy,Kharif,609.93,478.1,288.76,0.901,394.36,437.82,18.82,Drip Irrigation,15.88,69525.82
Wheat,Tamil Nadu,Alluvial,Rabi,470.98,632.8,376.78,0.878,75.36,85.81,39.61,Alternate Wetting / Controlled Irrigation,7.62,6538.72
Soybean,Jharkhand,Loamy,Kharif,696.84,413.38,286.69,0.753,410.16,544.74,32.51,Controlled Irrigation,72.74,396243.88
Chickpea,Maharashtra,Red,Rabi,429.94,895.7,343.95,0.718,107.48,149.75,42.31,Drip or Sprinkler Irrigation,46.74,69993.15
Onion,Rajasthan,Red,Kharif,420.9,1302.76,336.72,0.915,105.22,115.05,28.22,Drip or Sprinkler Irrigation,78.24,90015.12
Rice,Uttarakhand,Alluvial,Kharif,1223.38,786.31,459.71,0.768,714.73,930.88,31.12,Alternate Wetting / Controlled Irrigation,2.65,24668.32
Maize,Kerala,Sandy,Kharif,700.68,530.0,338.7,0.722,446.06,618.01,16.71,Drip Irrigation,70.46,435449.85
Groundnut,Kerala,Loamy,Kharif,610.69,402.24,246.96,0.661,363.73,550.47,32.35,Controlled Irrigation,58.94,324447.02
Barley,Gujarat,Loamy,Rabi,472.36,396.19,267.76,0.7,204.6,292.22,25.65,Controlled Irrigation,71.17,207972.97
Maize,Gujarat,Sandy,Kharif,536.01,735.19,417.0,0.833,183.33,220.02,28.81,Drip Irrigation,74.73,164420.95
Rice,Kerala,Loamy,Kharif,1282.24,908.03,511.89,0.746,770.35,1032.07,20.17,Controlled Irrigation,86.81,895939.97
Soybean,Haryana,Red,Kharif,604.84,1291.72,483.87,0.744,151.21,203.21,27.83,Drip or Sprinkler Irrigation,17.66,35886.89
Maize,Haryana,Alluvial,Rabi,618.1,532.1,311.8,0.707,281.58,398.19,27.83,Alternate Wetting / Controlled Irrigation,92.39,367887.74
Banana,Maharashtra,Alluvial,Kharif,1348.11,1660.28,934.86,0.778,359.32,462.05,33.94,Alternate Wetting / Controlled Irrigation,58.92,272239.86
Lentil,West Bengal,Alluvial,Rabi,370.25,1376.92,296.2,0.915,59.24,64.72,44.35,Alternate Wetting / Controlled Irrigation,39.77,25739.14
Sugarcane,Jharkhand,Black,Kharif,1487.05,1253.61,814.79,0.918,642.52,699.92,16.02,Drip Irrigation,34.72,243012.22
Millet,Tamil Nadu,Sandy,Kharif,313.29,1341.74,250.63,0.816,100.25,122.85,26.01,Drip Irrigation,99.95,122788.58
Barley,Rajasthan,Alluvial,Rabi,424.99,1265.51,339.99,0.71,68.0,95.82,37.66,Alternate Wetting / Controlled Irrigation,48.96,46913.47
Groundnut,Rajasthan,Sandy,Kharif,415.77,683.52,332.62,0.904,133.05,147.15,25.16,Drip Irrigation,45.59,67085.68
Lentil,Jharkhand,Alluvial,Rabi,441.61,938.8,353.29,0.911,70.66,77.6,26.01,Alternate Wetting / Controlled Irrigation,44.88,34826.88
Lentil,Rajasthan,Loamy,Rabi,363.1,1291.15,290.48,0.657,72.62,110.55,30.61,Controlled Irrigation,97.53,107819.42
Carrot,Rajasthan,Sandy,Rabi,426.72,1003.82,341.38,0.866,136.55,157.69,35.91,Drip Irrigation,88.56,139650.26
Tomato,Bihar,Loamy,Kharif,451.07,1439.47,360.86,0.744,90.21,121.29,32.03,Controlled Irrigation,14.94,18120.73
Pigeonpea,Uttarakhand,Black,Kharif,576.47,764.74,430.93,0.749,134.01,178.91,38.5,Drip Irrigation,97.49,174419.36
Lentil,Karnataka,Loamy,Rabi,383.05,1004.99,306.44,0.662,76.61,115.69,37.9,Controlled Irrigation,43.6,50440.84
Wheat,Kerala,Clay,Rabi,575.52,928.65,460.42,0.714,69.06,96.73,34.49,Alternate Wetting and Drying,40.78,39446.49
Pigeonpea,Maharashtra,Loamy,Kharif,506.5,1668.4,405.2,0.82,101.3,123.57,36.0,Controlled Irrigation,16.55,20450.84
Potato,Jharkhand,Loamy,Rabi,557.29,802.7,445.83,0.902,111.46,123.6,35.82,Controlled Irrigation,15.1,18663.6
Millet,Andhra Pradesh,Red,Kharif,479.14,610.11,383.31,0.706,119.78,169.71,28.42,Drip or Sprinkler Irrigation,30.86,52372.51
Mustard,Telangana,Alluvial,Rabi,479.75,1219.82,383.8,0.826,76.76,92.92,26.29,Alternate Wetting / Controlled Irrigation,16.55,15378.26
Rice,Odisha,Alluvial,Kharif,1192.8,919.5,622.62,0.747,522.47,699.79,30.53,Alternate Wetting / Controlled Irrigation,33.1,231630.49
Chickpea,Madhya Pradesh,Red,Rabi,369.67,960.72,295.74,0.689,92.42,134.06,44.26,Drip or Sprinkler Irrigation,47.14,63195.88
Lentil,Himachal Pradesh,Loamy,Rabi,331.02,558.28,264.82,0.696,66.2,95.12,33.12,Controlled Irrigation,36.38,34604.66
Banana,Andhra Pradesh,Black,Kharif,1077.42,478.04,336.55,0.917,719.32,784.6,10.87,Drip Irrigation,75.99,596217.54
Chickpea,Bihar,Red,Rabi,486.04,463.28,379.63,0.717,130.71,182.37,37.27,Drip or Sprinkler Irrigation,20.91,38133.57
Mustard,Assam,Black,Rabi,491.26,1643.48,393.01,0.814,88.43,108.57,32.46,Drip Irrigation,19.96,21670.57
Millet,Telangana,Sandy,Kharif,364.0,897.87,291.2,0.874,116.48,133.35,30.27,Drip Irrigation,50.05,66741.67
Sugarcane,Maharashtra,Loamy,Kharif,1606.12,973.8,650.72,0.684,955.4,1396.92,14.17,Controlled Irrigation,85.13,1189198.0
Pigeonpea,Jharkhand,Loamy,Kharif,599.32,642.02,399.46,0.87,199.85,229.72,29.64,Controlled Irrigation,45.91,105464.45
Soybean,Haryana,Red,Kharif,642.6,855.96,514.08,0.866,160.65,185.47,43.04,Drip or Sprinkler Irrigation,85.28,158168.82
Groundnut,Uttar Pradesh,Loamy,Kharif,604.63,1144.96,483.7,0.812,120.93,148.91,27.57,Controlled Irrigation,48.91,72831.88
Chickpea,Chhattisgarh,Loamy,Rabi,438.62,609.4,350.89,0.919,87.72,95.41,39.5,Controlled Irrigation,64.08,61138.73
Cabbage,Karnataka,Red,Rabi,513.02,1063.34,410.42,0.735,128.26,174.42,27.51,Drip or Sprinkler Irrigation,55.16,96210.07
Groundnut,Punjab,Sandy,Kharif,447.15,1004.0,357.72,0.795,143.09,180.02,37.72,Drip Irrigation,99.53,179173.91
Lentil,Bihar,Loamy,Rabi,444.06,1210.46,355.25,0.876,88.81,101.37,37.02,Controlled Irrigation,47.69,48343.35
Cotton,Assam,Loamy,Kharif,591.36,713.45,399.88,0.802,191.48,238.86,36.76,Controlled Irrigation,68.93,164646.2
Banana,Madhya Pradesh,Alluvial,Kharif,1374.52,1774.2,1099.62,0.877,219.92,250.78,36.67,Alternate Wetting / Controlled Irrigation,72.91,182843.7
Banana,Rajasthan,Loamy,Kharif,1158.21,1048.08,819.33,0.785,338.88,431.9,41.77,Controlled Irrigation,84.35,364307.65
Groundnut,Gujarat,Loamy,Kharif,405.76,929.13,324.61,0.797,81.15,101.84,36.31,Controlled Irrigation,67.84,69088.26
Chickpea,Punjab,Black,Rabi,437.28,1422.87,349.82,0.857,78.71,91.8,32.54,Drip Irrigation,94.21,86484.78
Groundnut,Bihar,Red,Kharif,438.36,940.74,350.69,0.671,109.59,163.4,44.05,Drip or Sprinkler Irrigation,84.26,137680.84
Groundnut,Jharkhand,Red,Kharif,466.93,506.04,282.92,0.751,207.36,276.29,35.91,Drip or Sprinkler Irrigation,86.34,238548.79
Millet,Maharashtra,Sandy,Kharif,429.91,1385.74,343.93,0.743,137.57,185.25,44.92,Drip Irrigation,96.34,178469.85
Banana,Punjab,Alluvial,Kharif,1077.11,705.3,404.75,0.848,629.28,741.84,31.25,Alternate Wetting / Controlled Irrigation,32.13,238353.19
Tomato,Tamil Nadu,Red,Kharif,531.71,256.85,156.56,0.794,401.73,505.65,12.88,Drip or Sprinkler Irrigation,60.09,303845.09
Groundnut,Himachal Pradesh,Loamy,Kharif,484.38,771.31,387.5,0.676,96.88,143.31,31.07,Controlled Irrigation,9.02,12926.56
Chickpea,Telangana,Loamy,Rabi,452.75,508.27,338.05,0.709,114.7,161.72,35.46,Controlled Irrigation,60.19,97339.27
Millet,Jharkhand,Loamy,Kharif,328.08,1248.58,262.46,0.842,65.62,77.88,39.14,Controlled Irrigation,17.25,13434.3
Rice,Chhattisgarh,Loamy,Kharif,1312.98,605.31,502.76,0.694,810.22,1166.74,11.87,Controlled Irrigation,52.44,611838.46
Banana,Karnataka,Loamy,Kharif,1251.75,1678.52,1001.4,0.758,250.35,330.31,41.86,Controlled Irrigation,24.18,79868.96
Jute,Telangana,Alluvial,Kharif,770.25,741.72,494.04,0.693,245.4,354.0,31.97,Alternate Wetting / Controlled Irrigation,91.99,325644.6
Rice,West Bengal,Clay,Kharif,1301.69,1548.88,1041.35,0.788,156.2,198.29,27.1,Alternate Wetting and Drying,11.21,22228.31
Groundnut,Haryana,Sandy,Kharif,439.97,411.04,248.89,0.805,243.88,303.03,37.32,Drip Irrigation,48.16,145939.25
Carrot,Telangana,Sandy,Rabi,319.67,323.45,199.36,0.89,158.67,178.18,36.37,Drip Irrigation,77.98,138944.76
Cabbage,Assam,Loamy,Rabi,382.13,827.77,305.71,0.774,76.43,98.75,35.33,Controlled Irrigation,41.52,41001.0
Pigeonpea,Uttar Pradesh,Black,Kharif,555.56,1082.45,444.45,0.855,100.0,116.99,38.33,Drip Irrigation,46.29,54154.67
